Ingredient,Vector
whitefish_fillets,"[-0.051127773, 0.048961468, 0.040339835, 0.045147594, -0.03123071, 0.036816154, 0.030425057, 0.035708226, 0.041780032, 0.03178321, -0.025007674, 0.039799143, 0.055904996, -0.037577126, -0.038207207, 0.033017434, -0.03604191, 0.03174152, 0.050857496, 0.050195802, -0.04195423, -0.025262518, 0.029311182, -0.034181807, -0.030737186, 0.037766688, -0.048663862, -0.034596354, -0.046536632, -0.03790159, 0.050580375, -0.020180756, 0.03921508, 0.04509471, 0.040351115, -0.035023484, 0.03281643, 0.041849792, 0.023330726, -0.044729736, 0.041175764, -0.03670968, -0.039430935, -0.046057872, 0.04414599, -0.045603067, 0.03434255, -0.047410436, -0.03255379, 0.044506896, -0.04095212, -0.034428403, 0.04487476, 0.024305731, 0.04156613, 0.038204603, 0.039027482, -0.02972264, -0.020720307, -0.042947143, -0.02935036, -0.031463705, 0.027554775, -0.041647706, 0.032328863, 0.030309996, -0.035280425, -0.030929556, 0.037786502, 0.03218404, -0.053842653, -0.031563744, 0.038705282, 0.041268453, 0.039390676, 0.043071955, 0.032674626, -0.041248105, 0.052293148, -0.037867557, 0.051868558, 0.04466628, 0.037912495, 0.051269747, -0.02905432, 0.03970695, -0.03617503, -0.045565076, 0.052198656, -0.03584462, -0.0413764, -0.028436847, -0.049041852, 0.035830926, -0.04931411, 0.044468235, -0.037106454, 0.04676007, 0.038064104, 0.022737987]"
pitted_black_olives,"[-0.037463948, 0.038827512, 0.020095276, 0.029562086, -0.05479926, 0.0310929, 0.005261989, 0.025929824, 0.04154474, 0.028667487, -0.03768269, 0.029358989, 0.05126443, -0.0324342, -0.009799992, 0.045994807, -0.035048988, 0.03834049, 0.04733402, 0.053163335, -0.027789377, -0.011190932, 0.013248204, 0.0021888514, -0.024891142, 0.040929608, -0.02890379, -0.035571106, -0.031119289, -0.029835405, 0.046143804, -0.010505984, 0.030678323, 0.013449423, 0.019993361, -0.032019906, 0.013579231, 0.017341072, 0.00753023, -0.047308505, 0.031303536, -0.050465994, -0.042061884, -0.03929852, 0.022434654, -0.040191397, 0.015186245, -0.047280982, -0.012289635, 0.011152831, -0.028202944, -0.026850605, 0.010285391, 0.0060844184, 0.044303507, 0.035701632, 0.02191154, -0.032248545, 0.0067482977, -0.030454455, -0.009905453, -0.02336228, 0.014356462, -0.031974506, 0.027720163, 0.0073870146, -0.031005787, -0.012757713, 0.03666714, 0.0005933701, -0.046736784, -0.02420815, 0.04142166, 0.023879508, 0.040115237, 0.030593457, 0.026801873, -0.019523859, 0.037155617, -0.015078318, 0.04402084, 0.046669297, 0.03988406, 0.0363513, -0.011576082, 0.027853051, -0.039841916, -0.031790353, 0.034184262, -0.041076925, 0.007725792, -0.030031161, -0.036592893, 0.032511175, -0.032067515, 0.021157613, 0.002856517, 0.042863358, 0.034620345, 0.004009933]"
rotini,"[-0.03468619, 0.041844778, 0.028971419, 0.020714095, -0.054719903, 0.029431894, 0.0108937975, 0.023748353, 0.037175804, 0.033683416, -0.021270469, 0.026363881, 0.047725823, -0.039585553, -0.015408951, 0.035515197, -0.019068819, 0.030296085, 0.045935925, 0.047105156, -0.019337771, 0.002278363, 0.01652273, -0.010956057, -0.010888704, 0.047971725, -0.009003061, -0.039234955, -0.035872757, -0.014397943, 0.026027624, 0.01383882, 0.038523648, 0.033748563, 0.02553312, -0.019369574, 0.011665943, 0.023094414, 0.016476318, -0.038394727, 0.04690055, -0.04701458, -0.04192572, -0.034739133, 0.009479243, -0.040785957, 0.01424205, -0.042821538, -0.02773312, 0.0070396573, -0.02973207, -0.011686936, 0.024986433, -0.00868812, 0.037918057, 0.02008216, 0.033783045, -0.0126678115, 0.004494818, -0.0154206725, 3.091768e-05, -0.014788369, 0.01831748, -0.027977284, 0.02773978, -0.00034838842, -0.02218465, -0.011140032, 0.032386865, -0.003928976, -0.0494611, -0.023741415, 0.04168533, 0.00790728, 0.02222632, 0.044733986, 0.016767194, -0.024331849, 0.03491362, -0.013115738, 0.048875302, 0.039533813, 0.05040979, 0.04291289, -0.004711472, 0.024431843, -0.03187989, -0.03762628, 0.044578593, -0.024599727, 0.004601731, -0.028317513, -0.036208663, 0.02467354, -0.033133492, 0.00057136244, 0.013016929, 0.051194616, 0.024537679, 0.018937884]"
frozen_mixed_vegetables,"[-0.034247898, 0.03810318, 0.011953375, 0.015301728, -0.037172522, 0.013768456, 0.011571925, 0.0314644, 0.020602318, 0.030988844, -0.01274211, 0.034641307, 0.0404308, -0.021179998, -0.01919934, 0.022065181, -0.029199459, 0.036957778, 0.034477424, 0.03549264, -0.024548972, -0.023803962, 0.029626215, -0.005916565, -0.021030875, 0.031865112, -0.020448195, -0.039231487, -0.03398367, -0.026194582, 0.034636226, -0.016316248, 0.02003945, 0.017322723, 0.014272869, -0.013097445, 0.019852623, 0.015153633, 0.00588822, -0.034242697, 0.035800584, -0.021385688, -0.04140481, -0.030693125, 0.02176341, -0.039796438, 0.017651377, -0.029174235, -0.01710426, 0.023679871, -0.034614712, -0.022557497, 0.012821568, 0.015497105, 0.026735675, 0.021395646, 0.031321283, -0.016904151, -0.020697134, -0.02998592, -0.01825639, -0.013850474, 0.019699529, -0.019712025, 0.02242143, 0.017960051, -0.01910639, -0.015552598, 0.022236433, 0.016746476, -0.02844338, -0.02109933, 0.03201529, 0.03281755, 0.03362156, 0.03689573, 0.020471098, -0.01942474, 0.020897798, -0.024512788, 0.035498958, 0.029224157, 0.021604823, 0.036759414, -0.012946221, 0.026572628, -0.035634544, -0.030590873, 0.027006488, -0.030568276, -0.0047862795, -0.031639002, -0.031951625, 0.02947301, -0.032899648, 0.01234991, 0.0005866531, 0.036585912, 0.033644643, 0.020581262]"
rolled_oats,"[-0.015055387, 0.026104514, 0.027842795, 0.019050563, -0.047194105, 0.013999664, 0.010638493, 0.022491895, 0.023028491, 0.040053226, -0.044016838, 0.021654045, 0.011667409, -0.022974132, -0.0073018554, 0.03421932, -0.028041353, 0.024211433, 0.02014128, 0.016467685, -0.0413063, -0.0115617495, 0.018924335, 0.0061196443, -0.007309502, 0.031145103, -0.018721696, -0.054666415, -0.018386256, -0.011618023, 0.013805608, -0.0046034236, 0.046183433, 0.0042924914, 0.0127763925, -0.013752108, 0.028133417, 0.018764867, 0.009854896, -0.008520287, 0.013657811, -0.017225891, -0.02800922, -0.033970498, 0.0175068, -0.027259039, 0.025917504, -0.018870557, -0.0052871876, 0.022519967, -0.021347675, -0.023160694, 0.014153662, 0.009949581, 0.04876168, 0.012611845, 0.028045425, -0.0118366135, 0.009657184, -0.025516644, -0.00021969627, -0.009989825, 0.01822324, -0.03318984, 0.023254508, -0.0007776395, -0.013910768, -0.00614656, 0.02675127, 0.009264755, -0.0137711745, -0.023147047, 0.024996515, 0.028738962, 0.019716525, 0.023432354, 0.03074863, -0.025780736, 0.013604967, -0.024705246, 0.027649889, 0.024367606, 0.027520357, 0.034130663, -0.0075208037, 0.025087688, -0.025081037, -0.017895194, 0.013335981, -0.010906655, 0.0008649667, -0.017604794, -0.0109712435, 0.031379983, -0.02591202, 0.0022393726, 0.0069151367, 0.011938105, 0.0203625, 0.024223767]"
shelled_pistachios,"[-0.028789768, 0.033424754, 0.033849653, 0.015078412, -0.02442389, 0.02899876, 0.029049033, 0.02695521, 0.018974137, 0.02960998, -0.027213996, 0.025677927, 0.024624676, -0.020391036, -0.016147666, 0.034225535, -0.028448338, 0.030752786, 0.030793527, 0.033798996, -0.018142013, -0.023937657, 0.03190883, -0.013872617, -0.018213047, 0.03236429, -0.017607609, -0.037410673, -0.019120038, -0.01935772, 0.027831238, -0.012052357, 0.035118744, 0.028875072, 0.021255748, -0.03203407, 0.029479468, 0.030110769, 0.018135315, -0.03334916, 0.017955797, -0.02644768, -0.032277923, -0.027614648, 0.018757874, -0.030097397, 0.03261978, -0.031607836, -0.013097127, 0.019034252, -0.029685024, -0.025284657, 0.021527749, 0.016819559, 0.03415835, 0.032981772, 0.028406011, -0.03392319, -0.017067559, -0.01785557, -0.018941993, -0.02218747, 0.022789914, -0.018188164, 0.025908818, 0.030435506, -0.014258417, -0.012916751, 0.02850236, 0.025042595, -0.027924918, -0.0232995, 0.018285003, 0.026626207, 0.019232966, 0.015359356, 0.03002216, -0.032058008, 0.022381432, -0.01715924, 0.024692576, 0.020740967, 0.017781733, 0.028381841, -0.015934542, 0.029088983, -0.01727149, -0.031303775, 0.028355915, -0.0204545, -0.02205835, -0.028391318, -0.027846426, 0.026217462, -0.019641675, 0.019286258, -0.023076849, 0.030852078, 0.024655307, 0.018714651]"
canned_tomatoes,"[-0.034647908, 0.052302707, 0.0022584395, 0.014088846, -0.05048904, 0.007601251, 0.0011152715, 0.04233513, 0.035626736, 0.049811274, -0.019097935, 0.04630601, 0.06426772, -0.03035696, -0.012377503, 0.045559127, -0.021760099, 0.026412802, 0.04955218, 0.056494262, -0.032323398, 0.0066090343, 0.017961549, 0.011373028, -0.014378336, 0.058190275, -0.023374332, -0.05752784, -0.045922853, -0.021044906, 0.04396869, 0.027481098, 0.03868299, 0.02346689, 0.017899029, -0.022790128, 0.0042821653, 0.018089388, -0.0071172505, -0.04538404, 0.042593464, -0.052721273, -0.04299238, -0.037262358, -0.0012078171, -0.0544619, 0.019558161, -0.037230622, -0.012865459, 0.002798204, -0.031980023, -0.0058918335, 0.016722664, -0.022842858, 0.05125433, 0.03696274, 0.04868053, -0.028316896, 0.01880514, -0.025873793, 0.019237047, -0.008908263, 0.006601139, -0.028000016, 0.040677916, -0.0022314973, -0.021537136, -0.008759029, 0.03261369, 0.0051174117, -0.060827542, -0.00067110005, 0.046700288, 0.020892031, 0.040471494, 0.027123759, 0.011744382, -0.014895847, 0.042704757, -0.023638643, 0.052263394, 0.050195757, 0.052819595, 0.04405496, 0.014874589, 0.037195545, -0.040168446, -0.028756881, 0.054040786, -0.04729866, 0.0150053715, -0.014149766, -0.020506257, 0.032161783, -0.033482604, -0.0043796324, 0.011176145, 0.059825588, 0.04076634, -0.006980466]"
shoyu,"[-0.020422848, 0.024680328, 0.026529687, 0.016293058, -0.05512349, 0.026363518, 0.024770321, 0.032349307, 0.023253052, 0.05240069, -0.03796328, 0.039243903, 0.025738057, -0.024855008, -0.020680552, 0.0321097, -0.019436605, 0.028900938, 0.028010227, 0.028893743, -0.04824396, -0.018173618, 0.025968602, -0.012376042, -0.011482672, 0.040743828, -0.0075430507, -0.063089155, -0.029118525, -0.020227758, 0.020497944, 0.0062688366, 0.040405013, 0.0032154473, 0.023610724, -0.02686183, 0.02859378, 0.028104044, 7.813875e-05, -0.028242262, 0.016807627, -0.028465483, -0.029523911, -0.035570033, 0.021367785, -0.031686172, 0.035107248, -0.010948439, -0.01419964, 0.028658474, -0.022462817, -0.027406195, 0.01276898, -0.00089979597, 0.046424672, 0.03431912, 0.041398816, -0.038117714, -0.0067773648, -0.023316665, -0.01436257, -0.030141983, 0.008743576, -0.02926763, 0.019488586, 0.009154351, -0.022060279, -0.03004083, 0.024050962, 0.010850494, -0.02582427, -0.03562027, 0.024322156, 0.025305364, 0.02528043, 0.027221061, 0.0316417, -0.016778648, 0.02980028, -0.036933854, 0.022509512, 0.02056022, 0.01767188, 0.029073829, -0.015207619, 0.03219437, -0.02130556, -0.031967275, 0.024927149, -0.028436787, -0.01139911, -0.029620392, -0.031318378, 0.022046324, -0.020445, 0.016579, -0.0055881776, 0.022216532, 0.024144305, 0.013061164]"
pastry_dough,"[-0.025450172, 0.022551566, 0.03189137, 0.026499223, -0.029089274, 0.02851201, 0.030767886, 0.03078219, 0.019972533, 0.031026337, -0.028529827, 0.036236282, 0.026556691, -0.027354522, -0.025986457, 0.034973998, -0.030055413, 0.021657715, 0.035985082, 0.01855409, -0.024108455, -0.020709632, 0.03197512, -0.025471684, -0.027472038, 0.030055927, -0.03131431, -0.03722558, -0.021999545, -0.015745666, 0.022796944, -0.024843395, 0.034413043, 0.027207691, 0.029974522, -0.02858237, 0.019119758, 0.033533443, 0.009284299, -0.026127238, 0.034926534, -0.020916324, -0.038322624, -0.02493624, 0.020494752, -0.02194114, 0.031840935, -0.027745593, -0.0202415, 0.01464279, -0.034083214, -0.024334313, 0.022105603, 0.022230702, 0.03832369, 0.026135614, 0.033268303, -0.019440094, -0.020196773, -0.015048931, -0.024577918, -0.014834721, 0.018618274, -0.033472747, 0.029987568, 0.021946596, -0.03154685, -0.027409166, 0.037247375, 0.020534514, -0.024261473, -0.033708706, 0.03642307, 0.027672589, 0.018407637, 0.01967619, 0.032909226, -0.030326404, 0.018171443, -0.024364714, 0.026078543, 0.01926795, 0.037719622, 0.039380178, -0.014178839, 0.035748955, -0.0317964, -0.0309381, 0.021240517, -0.021510556, -0.010840259, -0.03018937, -0.017827043, 0.03212903, -0.033748955, 0.028474811, -0.010950531, 0.026257854, 0.029242007, 0.016204137]"
dried_mushrooms,"[-0.02754764, 0.023103345, 0.019035654, 0.018169604, -0.04276167, 0.028434332, 0.020900842, 0.040761933, 0.02273833, 0.048109945, -0.037966017, 0.036707323, 0.02504266, -0.033295304, -0.028865475, 0.042449888, -0.022644248, 0.035073724, 0.028856719, 0.021664798, -0.042947467, -0.016751977, 0.027280428, -0.00524555, -0.021916533, 0.03663016, -0.018667432, -0.044225268, -0.02985552, -0.027469417, 0.026632415, -0.0014191355, 0.030552667, 0.024811074, 0.012851538, -0.027321689, 0.02120015, 0.023188755, 0.026855912, -0.034519274, 0.026434593, -0.023041869, -0.02038907, -0.02097537, 0.028829966, -0.022909371, 0.017950026, -0.034410715, -0.026821949, 0.015346889, -0.029514756, -0.029990457, 0.020004317, 0.01931255, 0.0441739, 0.03388013, 0.042153027, -0.028612172, -0.012322742, -0.01703878, -0.007893179, -0.032838393, 0.022000993, -0.030410096, 0.020248065, 0.024069212, -0.025147751, -0.016261825, 0.03356676, 0.013782305, -0.01995691, -0.02862533, 0.033526618, 0.029969377, 0.034314655, 0.022147205, 0.03729057, -0.022713251, 0.018747695, -0.030470032, 0.038173947, 0.038667746, 0.035994746, 0.04260614, -0.017122818, 0.037383385, -0.018712694, -0.02989954, 0.03693483, -0.03517583, -0.007199213, -0.029149042, -0.021261653, 0.030680984, -0.02616611, 0.027011126, -0.014533709, 0.034092784, 0.029564995, 0.020635767]"
top_sirloin,"[-0.028508557, 0.011339391, 0.03511322, 0.01535583, -0.030147364, 0.014730227, 0.020907538, 0.026314814, 0.018652374, 0.041449126, -0.037602976, 0.011398043, 0.023505198, -0.024902446, -0.0063435496, 0.032564763, -0.020922156, 0.016480999, 0.0121551305, 0.027250998, -0.04246496, -0.023709452, 0.019159438, -0.023596501, -0.010481019, 0.026973853, -0.017249735, -0.027662242, -0.012360389, -0.022614913, 0.02566397, -0.0040059015, 0.036352374, 0.013291172, 0.02885225, -0.031013457, 0.026715351, 0.021786537, 0.022288334, -0.018412553, 0.029090064, -0.023553047, -0.03383852, -0.022924503, 0.030277163, -0.030186111, 0.030407747, -0.023448393, -0.019403627, 0.029137246, -0.01757739, -0.030443724, 0.024925701, 0.016620804, 0.024774719, 0.027924998, 0.033021517, -0.0152847115, -0.0029507005, -0.01937547, -0.012350491, -0.013974913, 0.021352436, -0.025016982, 0.014841893, 0.0057099834, -0.024391146, -0.025573477, 0.025484376, 0.024124876, -0.023271224, -0.025361916, 0.02200052, 0.02995047, 0.028303295, 0.012213968, 0.03179886, -0.018660583, 0.017790582, -0.03207709, 0.02103152, 0.013978908, 0.021719385, 0.021364065, -0.01727583, 0.029766407, -0.03353888, -0.0127903335, 0.014571128, -0.015434067, -0.021939078, -0.028030176, -0.032283098, 0.026581906, -0.027066428, 0.025105461, -0.009928558, 0.01958139, 0.022899147, 0.02978033]"
pastry,"[-0.025487114, 0.018673899, 0.037959762, 0.008056094, -0.054431506, 0.0038523967, 0.01704071, 0.034008812, 0.0062486613, 0.049857173, -0.03378336, 0.023308573, 0.010928792, -0.021484714, -0.0009625858, 0.04054556, -0.020118881, 0.029147277, 0.017351992, 0.0128475465, -0.037256572, -0.0189625, 0.009936689, -0.011649242, -0.009577304, 0.02348379, -0.013680003, -0.06304784, -0.017571723, -0.019836212, 0.025103599, -0.0062859147, 0.04954932, 0.00665317, 0.017511144, -0.02077647, 0.04076767, 0.013302535, 0.01747621, -0.01473223, 0.022607245, -0.016367152, -0.023133699, -0.025138693, 0.027850237, -0.0120187, 0.024189055, -0.01383222, -0.025159549, 0.019472715, -0.032243717, -0.022382123, 0.007019744, 0.013208716, 0.045061484, 0.030543773, 0.05193346, -0.017370388, 0.005612729, -0.02096373, -0.007501919, -0.015468581, 0.0044302093, -0.03333924, 0.022630896, 0.005337609, -0.016587028, -0.025653519, 0.036833316, 0.019656517, -0.02288783, -0.027055673, 0.025555003, 0.026325392, 0.023966197, 0.008193865, 0.03379846, -0.029879726, 0.014278058, -0.033202216, 0.020455208, 0.011225173, 0.014517002, 0.038729135, -0.018151253, 0.03422899, -0.033217188, -0.028473416, 0.012731017, -0.011407235, 0.0029214728, -0.027588135, -0.013343117, 0.026981577, -0.009609268, 0.0055112056, -0.0064975964, 0.020694515, 0.01788224, 0.024494044]"
single_crust_pie,"[-0.038525518, 0.022821806, 0.017514827, 0.029160822, -0.025038488, 0.028278662, 0.01877635, 0.018346764, 0.030169252, 0.029314214, -0.035129577, 0.030691803, 0.03706813, -0.019084904, -0.01819717, 0.01701707, -0.023598118, 0.0149326045, 0.019306106, 0.027513338, -0.028305816, -0.007491386, 0.014000443, -0.025732605, -0.012653436, 0.021815468, -0.014347443, -0.035335388, -0.021027284, -0.022012278, 0.037693366, -0.02070359, 0.03484743, 0.016449451, 0.010222453, -0.022504922, 0.019856336, 0.022151992, 0.022063851, -0.036013976, 0.023954682, -0.023810642, -0.024288619, -0.027578134, 0.011424908, -0.028267276, 0.028402805, -0.026738167, -0.02032854, 0.016337346, -0.018142654, -0.012240908, 0.022808513, 0.01584367, 0.03243849, 0.026940344, 0.0202839, -0.015175569, -0.018017685, -0.013780006, -0.016695991, -0.015580886, 0.032369528, -0.010444496, 0.021954948, 0.019946687, -0.026327323, -0.028600264, 0.029468697, 0.016680703, -0.035640713, -0.0273403, 0.03399891, 0.029785754, 0.027961235, 0.018150926, 0.025972718, -0.012363075, 0.037800405, -0.024132874, 0.03231668, 0.038393438, 0.033430424, 0.0388023, -0.011699254, 0.01793225, -0.017273588, -0.023513062, 0.02248518, -0.025151653, -0.0079596825, -0.008190109, -0.025567004, 0.015218214, -0.023311794, 0.013718605, -0.02456489, 0.027600605, 0.016225172, 0.012654642]"
won_ton_wrappers,"[-0.031129764, 0.044149395, 0.017900527, 0.014873001, -0.028378604, 0.03284362, 0.014421093, 0.037522286, 0.04235469, 0.026801037, -0.032833405, 0.03998805, 0.04289696, -0.037655603, -0.026540719, 0.019156456, -0.028600425, 0.03634489, 0.02840837, 0.04405112, -0.02162418, -0.01799528, 0.020794116, -0.0061979964, -0.030796032, 0.04753071, -0.029483648, -0.04400951, -0.03538686, -0.033677306, 0.029596558, -0.008285811, 0.027345488, 0.0367855, 0.025333727, -0.021487651, 0.021871535, 0.026545558, 0.02570496, -0.04316577, 0.042658996, -0.035244606, -0.028394036, -0.029767921, 0.015902141, -0.025655784, 0.020285226, -0.03249966, -0.022010712, 0.02482661, -0.030732106, -0.025449246, 0.019652598, 0.011028245, 0.036504764, 0.041824736, 0.039454747, -0.028439306, -0.0047455262, -0.022777157, -0.013719273, -0.01407189, 0.011537893, -0.022552636, 0.029461352, 0.018081214, -0.01925104, -0.025033416, 0.026114035, 0.01985295, -0.03772198, -0.022033693, 0.030038629, 0.03229631, 0.031332444, 0.03895972, 0.025878603, -0.02691201, 0.03695629, -0.025292357, 0.026163617, 0.045797475, 0.047454152, 0.03525237, -0.01127029, 0.042929437, -0.031696554, -0.02569292, 0.0335252, -0.042533115, -0.020717375, -0.023122897, -0.024368506, 0.024915121, -0.038053237, 0.030050548, -0.01442577, 0.0406611, 0.030634632, 0.02947457]"
calvados,"[-0.021436965, 0.031959962, 0.03280847, 0.019031907, -0.025456391, 0.018295288, 0.032482874, 0.029193927, 0.036220066, 0.036481146, -0.02788034, 0.03842076, 0.022463582, -0.019014012, -0.011327011, 0.035267703, -0.03195966, 0.022181403, 0.020778086, 0.03147088, -0.02936049, -0.022772375, 0.026543695, -0.013723747, -0.028510116, 0.035795745, -0.029208738, -0.03447051, -0.025120877, -0.033138182, 0.021414196, -0.022530682, 0.024124116, 0.021048937, 0.02392074, -0.028212562, 0.023745432, 0.030033829, 0.028416201, -0.02547284, 0.026563592, -0.02982145, -0.038219385, -0.021716416, 0.021619637, -0.029226134, 0.023399958, -0.0338559, -0.018157607, 0.023814287, -0.035029743, -0.036051024, 0.0270434, 0.029027104, 0.032946058, 0.039128747, 0.026803399, -0.020566631, -0.019066483, -0.035166923, -0.029386614, -0.03228249, 0.017377658, -0.030550307, 0.03291472, 0.017354725, -0.031741958, -0.033974268, 0.028072612, 0.019887133, -0.03317767, -0.03231233, 0.035537947, 0.02868055, 0.0330608, 0.03185304, 0.0322802, -0.0183471, 0.030847695, -0.022642164, 0.03785508, 0.030657226, 0.030398926, 0.035201766, -0.022782296, 0.024953645, -0.021390928, -0.038403172, 0.029381955, -0.026889466, -0.017156597, -0.03449216, -0.039010044, 0.032861456, -0.032417085, 0.029667296, -0.018971289, 0.038021885, 0.036354575, 0.03445427]"
country_crock_spread,"[-0.013321378, 0.035876118, 0.023619348, 0.022354541, -0.02579229, 0.029697046, 0.015965056, 0.030217078, 0.014136633, 0.01687204, -0.029591253, 0.022015778, 0.02424198, -0.01618353, -0.016772835, 0.03253149, -0.01878306, 0.01836889, 0.027320975, 0.019293588, -0.026704194, -0.022669679, 0.011834567, -0.022201627, -0.02373859, 0.022855166, -0.020926714, -0.022123884, -0.020249173, -0.021212028, 0.02537043, -0.019398693, 0.025516754, 0.018574689, 0.026291655, -0.017489236, 0.016605357, 0.028789332, 0.014562137, -0.01845712, 0.02219566, -0.028156526, -0.020576345, -0.031676717, 0.02700862, -0.022037636, 0.015028395, -0.025868889, -0.024386112, 0.014411861, -0.0157105, -0.023392694, 0.010448286, 0.01473443, 0.031119928, 0.027091691, 0.028189052, -0.017757578, -0.015344993, -0.022325994, -0.014194694, -0.023141185, 0.016576909, -0.02175894, 0.030611895, 0.022979897, -0.022499872, -0.012682567, 0.017663062, 0.022783002, -0.029302515, -0.016666926, 0.024160482, 0.0131436605, 0.02848883, 0.024822958, 0.018078735, -0.024455246, 0.023692582, -0.020214422, 0.02649963, 0.021543682, 0.022830892, 0.019587858, -0.018367007, 0.023750473, -0.011946648, -0.028901318, 0.02828816, -0.016781718, -0.009585962, -0.030674713, -0.022876993, 0.015755704, -0.03113521, 0.025906531, -0.018946195, 0.0272692, 0.0140558155, 0.02946382]"
buns,"[-0.027662126, 0.029456304, 0.019021481, 0.030655675, -0.022842342, 0.023141878, 0.02207698, 0.022767484, 0.030326394, 0.02720575, -0.035827037, 0.021825613, 0.02897788, -0.026943449, -0.023990303, 0.027367456, -0.024292048, 0.02772839, 0.024504034, 0.024111837, -0.035381056, -0.025616715, 0.037059877, -0.026518025, -0.02061075, 0.025655713, -0.026202636, -0.029051058, -0.022083735, -0.036249697, 0.03034488, -0.02658353, 0.036227357, 0.020042025, 0.01813469, -0.032408137, 0.029674105, 0.0172775, 0.023661997, -0.026685052, 0.037498802, -0.032662094, -0.03661664, -0.03838417, 0.018497337, -0.025116626, 0.021722032, -0.03214049, -0.022634275, 0.03233105, -0.038445506, -0.028985705, 0.021419417, 0.01584415, 0.03694345, 0.034911856, 0.037653863, -0.033197407, -0.019946886, -0.0232076, -0.016160531, -0.0247427, 0.031584807, -0.027827278, 0.0265685, 0.017967941, -0.030414622, -0.026861416, 0.021281766, 0.016917009, -0.023783885, -0.029574215, 0.021150392, 0.023285495, 0.035322044, 0.025115706, 0.030770838, -0.023431517, 0.021663716, -0.037856974, 0.036610454, 0.023915995, 0.026902018, 0.04004915, -0.029753175, 0.032759055, -0.03494421, -0.035969205, 0.03280276, -0.03302253, -0.021894874, -0.029676216, -0.02380718, 0.02895483, -0.02010098, 0.028175563, -0.025646582, 0.034322843, 0.01939702, 0.022949172]"
risotto,"[-0.011134112, 0.027813952, 0.018445576, 0.030713882, -0.018165478, 0.027760671, 0.027318561, 0.014235855, 0.020393776, 0.025327079, -0.030662516, 0.01932061, 0.027298694, -0.024384733, -0.02857365, 0.026366696, -0.016773177, 0.02237235, 0.022838442, 0.02782332, -0.026793672, -0.02073067, 0.020110011, -0.024381585, -0.015162598, 0.02872575, -0.016549865, -0.022438899, -0.022637427, -0.01358642, 0.030363124, -0.0105097415, 0.026901782, 0.023104006, 0.0153105715, -0.028214179, 0.028380884, 0.018956384, 0.014655136, -0.029920172, 0.030003363, -0.024904516, -0.026354913, -0.017114324, 0.017248346, -0.030091204, 0.0139017245, -0.017928528, -0.019774914, 0.024699565, -0.015316676, -0.012319898, 0.021025553, 0.024478799, 0.0123366555, 0.022484938, 0.028202113, -0.01591485, -0.015251883, -0.0131849, -0.0258024, -0.029580511, 0.012616185, -0.017556176, 0.028620413, 0.02828905, -0.011934052, -0.01527301, 0.018819267, 0.010420934, -0.02077796, -0.029457131, 0.014820087, 0.026466703, 0.01904089, 0.022126745, 0.031678095, -0.02488748, 0.03032378, -0.014525857, 0.02417327, 0.030881532, 0.028183313, 0.028427966, -0.02174749, 0.022143034, -0.013990026, -0.018472226, 0.013603164, -0.026667725, -0.010093302, -0.02776603, -0.012843457, 0.01657105, -0.027313696, 0.015014977, -0.014130483, 0.022695497, 0.028611796, 0.0138741275]"
dried_lentils,"[-0.024530862, 0.028293071, 0.02481238, 0.026415547, -0.049985558, 0.0109608825, 0.015700513, 0.03139679, 0.020056266, 0.03203765, -0.036698196, 0.032471083, 0.026467886, -0.026622161, -0.009166933, 0.020620467, -0.023971263, 0.02718349, 0.023863815, 0.02342995, -0.021023557, -0.020570498, 0.018503726, -0.024360511, -0.029367985, 0.041805144, -0.029187383, -0.039099492, -0.02757511, -0.0182506, 0.028937874, -0.01885617, 0.02920723, 0.017119305, 0.024889266, -0.024569692, 0.01836602, 0.015975755, 0.011305675, -0.03752222, 0.025469389, -0.034516335, -0.03212903, -0.023674935, 0.017476972, -0.034785826, 0.026553135, -0.020794384, -0.009557253, 0.024118736, -0.033280887, -0.012120728, 0.02274379, 0.01964717, 0.03208958, 0.036926366, 0.031948905, -0.018297443, -0.006197669, -0.029057672, -0.01004697, -0.01894906, 0.019935675, -0.026000777, 0.02619208, 0.016203538, -0.022340888, -0.008788791, 0.038946975, 0.018832946, -0.04130683, -0.020828927, 0.033834387, 0.02343758, 0.029248152, 0.02285797, 0.021825317, -0.010112808, 0.03442572, -0.017643902, 0.040212523, 0.027899804, 0.037706815, 0.038963746, -0.015996298, 0.04282512, -0.022828665, -0.02674642, 0.025621206, -0.023636438, -0.010035116, -0.013402177, -0.030735988, 0.02013809, -0.028461488, 0.019720731, -0.0063769105, 0.039849933, 0.021761036, 0.02807902]"
